X.1,X,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cells_sum,count_famrecall,count_test_response,date_startdate,date_starttime,multichar_knowresp,rtnr,p2dur,plc1,plc1c,plc1s,plc1sh,plc1x,plc1y,plc2,plc2c,plc2s,plc2sh,plc2x,plc2y,plc3,plc3c,plc3s,plc3sh,plc3x,plc3y,plc4,plc4c,plc4s,plc4sh,plc4x,plc4y,plc5,plc5c,plc5s,plc5sh,plc5x,plc5y,plcundefined,plcundefineds,plcundefinedsh,plcundefinedx,plcundefinedy,response_test_response,response_time_test_response,sessionid,stim,type,tq
84,3041,1,5,0,2,4,0,0,3,0,5,0,79,15-04-23,19:06:21,epidxr,4,2217,tri0.png,0,1,tri,-120,-120,sqa0.png,0,1,sqa,-120,0,cir0.png,0,1,cir,0,120,tri0.png,0,1,tri,0,0,tri0.png,0,1,tri,0,-120,,NA,,NA,NA,right,783,1684170376354,p3sarrshacol4.png,sarrshacol,new
86,3124,0,0,0,5,3,0,1,4,2,5,0,79,,,fhw7nl,2,1307,cir1.png,1,1,cir,-120,120,tri0.png,0,1,tri,120,120,sqa1.png,1,1,sqa,0,0,sqa6.png,6,1,sqa,0,120,cir6.png,6,1,cir,-120,0,,NA,,NA,NA,left,1693,1684141064919,p3sarrshacol4.png,sarrshacol,new
87,3125,0,4,5,2,0,1,3,0,0,5,0,79,,,fhw7nl,3,1307,tri4.png,4,1,tri,120,0,sqa4.png,4,1,sqa,-120,0,tri1.png,1,1,tri,-120,120,sqa1.png,1,1,sqa,0,-120,sqa4.png,4,1,sqa,120,-120,,NA,,NA,NA,left,1693,1684141064919,p3sarrshacol4.png,sarrshacol,new
88,3126,0,3,5,4,2,1,0,0,0,5,0,79,,,fhw7nl,4,1307,sqa6.png,6,1,sqa,120,0,cir4.png,4,1,cir,0,0,sqa1.png,1,1,sqa,0,-120,sqa4.png,4,1,sqa,-120,0,cir3.png,3,1,cir,120,-120,,NA,,NA,NA,left,1693,1684141064919,p3sarrshacol4.png,sarrshacol,new
89,3370,0,0,3,2,5,1,4,0,0,5,0,79,05-04-23,16:01:11,smo8c7,1,0,sqa3.png,3,1,sqa,120,0,cir1.png,1,1,cir,-120,0,tri1.png,1,1,tri,120,-120,tri6.png,6,1,tri,-120,120,sqa4.png,4,1,sqa,0,0,,NA,,NA,NA,None,3005,1683295272620,p3sarrshacol4.png,sarrshacol,new
90,3371,0,0,4,2,1,3,0,0,5,5,0,79,05-04-23,16:01:11,smo8c7,2,0,sqa4.png,4,1,sqa,0,0,tri1.png,1,1,tri,-120,0,sqa1.png,1,1,sqa,120,0,cir6.png,6,1,cir,120,-120,tri2.png,2,1,tri,120,120,,NA,,NA,NA,None,3005,1683295272620,p3sarrshacol4.png,sarrshacol,new
91,3372,3,1,0,5,2,0,4,0,0,5,0,79,05-04-23,16:01:11,smo8c7,3,0,sqa4.png,4,1,sqa,0,-120,sqa1.png,1,1,sqa,0,0,sqa4.png,4,1,sqa,-120,-120,cir5.png,5,1,cir,-120,120,sqa6.png,6,1,sqa,-120,0,,NA,,NA,NA,None,3005,1683295272620,p3sarrshacol4.png,sarrshacol,new
92,3373,0,0,0,1,5,2,4,0,3,5,0,79,05-04-23,16:01:11,smo8c7,4,0,cir6.png,6,1,cir,-120,0,sqa4.png,4,1,sqa,120,0,tri1.png,1,1,tri,120,120,tri1.png,1,1,tri,-120,120,sqa4.png,4,1,sqa,0,0,,NA,,NA,NA,None,3005,1683295272620,p3sarrshacol4.png,sarrshacol,new
93,3455,0,2,1,0,5,4,3,0,0,5,0,79,02-04-23,12:35:28,cqw3ui,1,1978,tri4.png,4,1,tri,120,-120,cir1.png,1,1,cir,0,-120,tri4.png,4,1,tri,-120,120,sqa6.png,6,1,sqa,120,0,sqa4.png,4,1,sqa,0,0,,NA,,NA,NA,left,1022,1683023797340,p3sarrshacol4.png,sarrshacol,new
94,3456,0,3,0,0,4,2,0,1,5,5,0,79,02-04-23,12:35:28,cqw3ui,2,1978,cir5.png,5,1,cir,0,120,sqa3.png,3,1,sqa,120,0,tri1.png,1,1,tri,0,-120,cir5.png,5,1,cir,0,0,sqa3.png,3,1,sqa,120,120,cir0.png,1,cir,120,120,left,1022,1683023797340,p3sarrshacol4.png,sarrshacol,new
95,3457,3,0,0,4,5,1,0,0,2,5,0,79,02-04-23,12:35:28,cqw3ui,3,1978,sqa1.png,1,1,sqa,120,0,tri3.png,3,1,tri,120,120,tri6.png,6,1,tri,-120,-120,cir4.png,4,1,cir,-120,0,sqa1.png,1,1,sqa,0,0,cir0.png,1,cir,120,120,left,1022,1683023797340,p3sarrshacol4.png,sarrshacol,new
96,3458,0,5,4,0,2,1,0,3,0,5,0,79,02-04-23,12:35:28,cqw3ui,4,1978,cir6.png,6,1,cir,120,0,sqa3.png,3,1,sqa,0,0,sqa3.png,3,1,sqa,0,120,sqa1.png,1,1,sqa,120,-120,tri2.png,2,1,tri,0,-120,cir0.png,1,cir,120,120,left,1022,1683023797340,p3sarrshacol4.png,sarrshacol,new
98,3541,3,0,5,2,0,1,0,4,0,5,0,79,30-03-23,16:29:15,f3pz0b,2,1449,cir4.png,4,1,cir,120,0,cir3.png,3,1,cir,-120,0,cir5.png,5,1,cir,-120,-120,cir3.png,3,1,cir,0,120,cir3.png,3,1,cir,120,-120,cir0.png,1,cir,0,-120,left,1551,1682864983738,p3sarrshacol4.png,sarrshacol,new
99,3542,5,0,3,0,4,2,1,0,0,5,0,79,30-03-23,16:29:15,f3pz0b,3,1449,cir6.png,6,1,cir,-120,120,sqa3.png,3,1,sqa,120,0,tri3.png,3,1,tri,120,-120,sqa4.png,4,1,sqa,0,0,cir1.png,1,1,cir,-120,-120,cir0.png,1,cir,0,-120,left,1551,1682864983738,p3sarrshacol4.png,sarrshacol,new
100,3543,4,0,0,5,1,3,0,2,0,5,0,79,30-03-23,16:29:15,f3pz0b,4,1449,sqa3.png,3,1,sqa,0,0,tri4.png,4,1,tri,0,120,tri5.png,5,1,tri,120,0,cir1.png,1,1,cir,-120,-120,sqa2.png,2,1,sqa,-120,0,cir0.png,1,cir,0,-120,left,1551,1682864983738,p3sarrshacol4.png,sarrshacol,new
101,3625,4,0,0,2,3,1,5,0,0,5,0,79,29-03-23,14:58:58,begobm,1,1537,tri2.png,2,1,tri,120,0,sqa3.png,3,1,sqa,-120,0,sqa3.png,3,1,sqa,0,0,cir5.png,5,1,cir,-120,-120,tri1.png,1,1,tri,-120,120,,NA,,NA,NA,down,1463,1682773195162,p3sarrshacol4.png,sarrshacol,new
102,3626,2,0,0,1,3,5,4,0,0,5,0,79,29-03-23,14:58:58,begobm,2,1537,tri2.png,2,1,tri,-120,0,cir4.png,4,1,cir,-120,-120,tri2.png,2,1,tri,0,0,sqa3.png,3,1,sqa,-120,120,sqa1.png,1,1,sqa,120,0,,NA,,NA,NA,down,1463,1682773195162,p3sarrshacol4.png,sarrshacol,new
103,3627,3,0,2,5,1,4,0,0,0,5,0,79,29-03-23,14:58:58,begobm,3,1537,tri6.png,6,1,tri,0,0,cir4.png,4,1,cir,120,-120,tri6.png,6,1,tri,-120,-120,cir4.png,4,1,cir,120,0,sqa5.png,5,1,sqa,-120,0,,NA,,NA,NA,down,1463,1682773195162,p3sarrshacol4.png,sarrshacol,new
104,3628,0,0,3,4,2,5,1,0,0,5,0,79,29-03-23,14:58:58,begobm,4,1537,cir2.png,2,1,cir,-120,120,tri1.png,1,1,tri,0,0,sqa5.png,5,1,sqa,120,-120,sqa1.png,1,1,sqa,-120,0,cir4.png,4,1,cir,120,0,,NA,,NA,NA,down,1463,1682773195162,p3sarrshacol4.png,sarrshacol,new
105,3710,0,4,2,0,5,1,0,3,0,5,0,79,29-03-23,14:28:08,anoqkb,1,2075,tri3.png,3,1,tri,120,0,tri3.png,3,1,tri,120,-120,sqa1.png,1,1,sqa,0,120,tri1.png,1,1,tri,0,-120,cir5.png,5,1,cir,0,0,,NA,,NA,NA,left,925,1682771306571,p3sarrshacol4.png,sarrshacol,new
106,3711,0,1,5,0,3,4,2,0,0,5,0,79,29-03-23,14:28:08,anoqkb,2,2075,cir3.png,3,1,cir,0,-120,tri6.png,6,1,tri,-120,120,sqa4.png,4,1,sqa,0,0,cir2.png,2,1,cir,120,0,cir4.png,4,1,cir,120,-120,,NA,,NA,NA,left,925,1682771306571,p3sarrshacol4.png,sarrshacol,new
107,3712,0,1,2,0,3,0,4,5,0,5,0,79,29-03-23,14:28:08,anoqkb,3,2075,cir6.png,6,1,cir,0,-120,sqa2.png,2,1,sqa,120,-120,tri1.png,1,1,tri,0,0,cir2.png,2,1,cir,-120,120,tri4.png,4,1,tri,0,120,tri0.png,1,tri,120,120,left,925,1682771306571,p3sarrshacol4.png,sarrshacol,new
108,3713,5,0,2,0,3,4,1,0,0,5,0,79,29-03-23,14:28:08,anoqkb,4,2075,cir2.png,2,1,cir,-120,120,tri6.png,6,1,tri,120,-120,cir3.png,3,1,cir,0,0,tri1.png,1,1,tri,120,0,sqa5.png,5,1,sqa,-120,-120,sqa0.png,1,sqa,120,120,left,925,1682771306571,p3sarrshacol4.png,sarrshacol,new
109,3795,5,1,0,2,3,0,4,0,0,5,0,79,29-03-23,12:37:41,bx1812,1,540,tri3.png,3,1,tri,0,-120,cir5.png,5,1,cir,-120,0,tri3.png,3,1,tri,0,0,sqa1.png,1,1,sqa,-120,120,tri1.png,1,1,tri,-120,-120,,NA,,NA,NA,left,2460,1682764664009,p3sarrshacol4.png,sarrshacol,new
110,3796,1,2,0,3,4,5,0,0,0,5,0,79,29-03-23,12:37:41,bx1812,2,540,cir6.png,6,1,cir,-120,-120,sqa1.png,1,1,sqa,0,-120,cir6.png,6,1,cir,-120,0,sqa5.png,5,1,sqa,0,0,tri2.png,2,1,tri,120,0,,NA,,NA,NA,left,2460,1682764664009,p3sarrshacol4.png,sarrshacol,new
111,3797,0,3,2,4,5,1,0,0,0,5,0,79,29-03-23,12:37:41,bx1812,3,540,tri1.png,1,1,tri,120,0,cir3.png,3,1,cir,120,-120,sqa5.png,5,1,sqa,0,-120,sqa4.png,4,1,sqa,-120,0,cir2.png,2,1,cir,0,0,,NA,,NA,NA,left,2460,1682764664009,p3sarrshacol4.png,sarrshacol,new
112,3798,0,4,5,1,0,2,3,0,0,5,0,79,29-03-23,12:37:41,bx1812,4,540,tri1.png,1,1,tri,-120,0,cir3.png,3,1,cir,120,0,sqa4.png,4,1,sqa,-120,120,sqa2.png,2,1,sqa,0,-120,tri1.png,1,1,tri,120,-120,,NA,,NA,NA,left,2460,1682764664009,p3sarrshacol4.png,sarrshacol,new
114,3881,0,3,5,0,4,2,0,0,1,5,0,79,29-03-23,09:00:41,xiyfyv,2,2208,sqa0.png,0,1,sqa,120,120,tri3.png,3,1,tri,120,0,tri0.png,0,1,tri,0,-120,tri6.png,6,1,tri,0,0,tri3.png,3,1,tri,120,-120,,NA,,NA,NA,left,792,1682751717655,p3sarrshacol4.png,sarrshacol,new
115,3882,4,3,0,1,2,0,5,0,0,5,0,79,29-03-23,09:00:41,xiyfyv,3,2208,tri4.png,4,1,tri,-120,0,tri3.png,3,1,tri,0,0,sqa1.png,1,1,sqa,0,-120,sqa4.png,4,1,sqa,-120,-120,cir0.png,0,1,cir,-120,120,,NA,,NA,NA,left,792,1682751717655,p3sarrshacol4.png,sarrshacol,new
116,3883,0,2,4,3,5,1,0,0,0,5,0,79,29-03-23,09:00:41,xiyfyv,4,2208,tri0.png,0,1,tri,120,0,sqa0.png,0,1,sqa,0,-120,tri5.png,5,1,tri,-120,0,cir0.png,0,1,cir,120,-120,cir0.png,0,1,cir,0,0,,NA,,NA,NA,left,792,1682751717655,p3sarrshacol4.png,sarrshacol,new
117,3965,0,3,5,1,0,2,4,0,0,5,0,79,28-03-23,13:57:37,c8mul9,1,1668,cir6.png,6,1,cir,-120,0,cir4.png,4,1,cir,120,0,sqa1.png,1,1,sqa,0,-120,tri4.png,4,1,tri,-120,120,tri4.png,4,1,tri,120,-120,,NA,,NA,NA,left,1332,1682683069153,p3sarrshacol4.png,sarrshacol,new
118,3966,0,4,1,0,5,2,0,3,0,5,0,79,28-03-23,13:57:37,c8mul9,2,1668,sqa3.png,3,1,sqa,120,-120,cir5.png,5,1,cir,120,0,tri1.png,1,1,tri,0,120,tri1.png,1,1,tri,0,-120,cir3.png,3,1,cir,0,0,,NA,,NA,NA,left,1332,1682683069153,p3sarrshacol4.png,sarrshacol,new
119,3967,1,2,0,5,3,4,0,0,0,5,0,79,28-03-23,13:57:37,c8mul9,3,1668,sqa6.png,6,1,sqa,-120,-120,cir5.png,5,1,cir,0,-120,tri1.png,1,1,tri,0,0,cir2.png,2,1,cir,120,0,cir2.png,2,1,cir,-120,0,,NA,,NA,NA,left,1332,1682683069153,p3sarrshacol4.png,sarrshacol,new
120,3968,4,0,0,3,1,5,0,2,0,5,0,79,28-03-23,13:57:37,c8mul9,4,1668,sqa3.png,3,1,sqa,0,0,tri4.png,4,1,tri,0,120,cir4.png,4,1,cir,-120,0,sqa6.png,6,1,sqa,-120,-120,cir1.png,1,1,cir,120,0,,NA,,NA,NA,left,1332,1682683069153,p3sarrshacol4.png,sarrshacol,new
125,4135,0,4,3,5,1,2,0,0,0,5,0,79,27-03-23,12:29:25,k60zqv,1,1393,sqa3.png,3,1,sqa,0,0,sqa4.png,4,1,sqa,120,0,tri2.png,2,1,tri,120,-120,tri2.png,2,1,tri,0,-120,cir1.png,1,1,cir,-120,0,cir0.png,1,cir,-120,120,left,1607,1682591419345,p3sarrshacol4.png,sarrshacol,new
126,4136,0,5,2,0,4,3,0,1,0,5,0,79,27-03-23,12:29:25,k60zqv,2,1393,tri1.png,1,1,tri,0,120,sqa3.png,3,1,sqa,120,-120,sqa3.png,3,1,sqa,120,0,cir5.png,5,1,cir,0,0,tri1.png,1,1,tri,0,-120,cir0.png,1,cir,-120,120,left,1607,1682591419345,p3sarrshacol4.png,sarrshacol,new
127,4137,4,5,3,0,0,2,1,0,0,5,0,79,27-03-23,12:29:25,k60zqv,3,1393,sqa4.png,4,1,sqa,-120,120,tri6.png,6,1,tri,120,0,cir3.png,3,1,cir,120,-120,tri1.png,1,1,tri,-120,-120,sqa5.png,5,1,sqa,0,-120,tri0.png,1,tri,0,120,left,1607,1682591419345,p3sarrshacol4.png,sarrshacol,new
128,4138,5,0,0,0,3,4,1,2,0,5,0,79,27-03-23,12:29:25,k60zqv,4,1393,sqa1.png,1,1,sqa,-120,120,cir5.png,5,1,cir,0,120,tri1.png,1,1,tri,0,0,sqa6.png,6,1,sqa,120,0,cir3.png,3,1,cir,-120,-120,tri0.png,1,tri,0,120,left,1607,1682591419345,p3sarrshacol4.png,sarrshacol,new
129,4220,0,5,3,2,4,1,0,0,0,5,0,79,27-03-23,12:02:32,bxa3vr,1,1023,tri6.png,6,1,tri,120,0,cir4.png,4,1,cir,-120,0,sqa4.png,4,1,sqa,120,-120,sqa4.png,4,1,sqa,0,0,cir5.png,5,1,cir,0,-120,,NA,,NA,NA,left,1977,1682589810224,p3sarrshacol4.png,sarrshacol,new
130,4221,0,2,4,1,3,0,5,0,0,5,0,79,27-03-23,12:02:32,bxa3vr,2,1023,cir5.png,5,1,cir,-120,0,tri6.png,6,1,tri,0,-120,tri6.png,6,1,tri,0,0,sqa5.png,5,1,sqa,120,-120,cir4.png,4,1,cir,-120,120,,NA,,NA,NA,left,1977,1682589810224,p3sarrshacol4.png,sarrshacol,new
131,4222,3,2,0,4,1,0,0,5,0,5,0,79,27-03-23,12:02:32,bxa3vr,3,1023,sqa5.png,5,1,sqa,0,0,sqa5.png,5,1,sqa,0,-120,tri4.png,4,1,tri,-120,-120,tri4.png,4,1,tri,-120,0,cir4.png,4,1,cir,0,120,cir0.png,1,cir,120,0,left,1977,1682589810224,p3sarrshacol4.png,sarrshacol,new
132,4223,0,2,5,3,4,1,0,0,0,5,0,79,27-03-23,12:02:32,bxa3vr,4,1023,tri5.png,5,1,tri,120,0,sqa2.png,2,1,sqa,0,-120,cir4.png,4,1,cir,-120,0,sqa2.png,2,1,sqa,0,0,cir5.png,5,1,cir,120,-120,cir0.png,1,cir,120,0,left,1977,1682589810224,p3sarrshacol4.png,sarrshacol,new
134,4306,1,0,4,3,0,2,0,0,5,5,0,79,26-03-23,22:25:11,naiwum,2,1977,sqa4.png,4,1,sqa,-120,-120,cir3.png,3,1,cir,120,0,sqa4.png,4,1,sqa,-120,0,tri1.png,1,1,tri,120,-120,cir3.png,3,1,cir,120,120,,NA,,NA,NA,right,1023,1682540719025,p3sarrshacol4.png,sarrshacol,new
135,4307,1,0,5,0,3,2,0,0,4,5,0,79,26-03-23,22:25:11,naiwum,3,1977,tri4.png,4,1,tri,-120,-120,cir4.png,4,1,cir,120,0,sqa1.png,1,1,sqa,0,0,cir3.png,3,1,cir,120,120,cir1.png,1,1,cir,120,-120,,NA,,NA,NA,right,1023,1682540719025,p3sarrshacol4.png,sarrshacol,new
136,4308,1,5,0,2,0,4,3,0,0,5,0,79,26-03-23,22:25:11,naiwum,4,1977,tri1.png,1,1,tri,-120,-120,tri4.png,4,1,tri,-120,0,sqa3.png,3,1,sqa,-120,120,sqa5.png,5,1,sqa,120,0,cir3.png,3,1,cir,0,-120,,NA,,NA,NA,right,1023,1682540719025,p3sarrshacol4.png,sarrshacol,new
137,4390,0,5,3,0,2,1,0,4,0,5,0,79,26-03-23,17:59:10,i534bc,1,1414,tri3.png,3,1,tri,120,0,cir6.png,6,1,cir,0,0,tri3.png,3,1,tri,120,-120,tri1.png,1,1,tri,0,120,tri1.png,1,1,tri,0,-120,,NA,,NA,NA,left,1586,1682524766247,p3sarrshacol4.png,sarrshacol,new
138,4391,0,0,0,3,5,4,1,2,0,5,0,79,26-03-23,17:59:10,i534bc,2,1414,sqa5.png,5,1,sqa,-120,120,cir4.png,4,1,cir,0,120,cir4.png,4,1,cir,-120,0,tri1.png,1,1,tri,120,0,sqa5.png,5,1,sqa,0,0,,NA,,NA,NA,left,1586,1682524766247,p3sarrshacol4.png,sarrshacol,new
139,4392,0,0,0,2,3,1,5,4,0,5,0,79,26-03-23,17:59:10,i534bc,3,1414,tri0.png,0,1,tri,120,0,cir3.png,3,1,cir,-120,0,sqa6.png,6,1,sqa,0,0,tri3.png,3,1,tri,0,120,sqa6.png,6,1,sqa,-120,120,,NA,,NA,NA,left,1586,1682524766247,p3sarrshacol4.png,sarrshacol,new
140,4393,0,1,5,2,0,3,4,0,0,5,0,79,26-03-23,17:59:10,i534bc,4,1414,tri5.png,5,1,tri,0,-120,tri1.png,1,1,tri,-120,0,tri5.png,5,1,tri,120,0,sqa4.png,4,1,sqa,-120,120,sqa2.png,2,1,sqa,120,-120,,NA,,NA,NA,left,1586,1682524766247,p3sarrshacol4.png,sarrshacol,new
141,4475,0,5,1,0,4,2,0,3,0,5,0,79,26-03-23,12:02:02,ww03jo,1,1676,tri0.png,0,1,tri,120,-120,tri0.png,0,1,tri,120,0,sqa0.png,0,1,sqa,0,120,cir0.png,0,1,cir,0,0,sqa0.png,0,1,sqa,0,-120,,NA,,NA,NA,left,1324,1682503382490,p3sarrshacol4.png,sarrshacol,new
142,4476,0,0,0,0,2,1,4,5,3,5,0,79,26-03-23,12:02:02,ww03jo,2,1676,cir4.png,4,1,cir,120,0,sqa5.png,5,1,sqa,0,0,tri1.png,1,1,tri,120,120,sqa4.png,4,1,sqa,-120,120,cir4.png,4,1,cir,0,120,,NA,,NA,NA,left,1324,1682503382490,p3sarrshacol4.png,sarrshacol,new
143,4477,0,1,4,0,3,5,2,0,0,5,0,79,26-03-23,12:02:02,ww03jo,3,1676,sqa1.png,1,1,sqa,0,-120,tri4.png,4,1,tri,-120,120,cir4.png,4,1,cir,0,0,sqa1.png,1,1,sqa,120,-120,tri4.png,4,1,tri,120,0,,NA,,NA,NA,left,1324,1682503382490,p3sarrshacol4.png,sarrshacol,new
144,4478,0,5,0,0,4,2,0,3,1,5,0,79,26-03-23,12:02:02,ww03jo,4,1676,sqa0.png,0,1,sqa,120,120,sqa0.png,0,1,sqa,120,0,sqa0.png,0,1,sqa,0,120,sqa0.png,0,1,sqa,0,0,sqa0.png,0,1,sqa,0,-120,,NA,,NA,NA,left,1324,1682503382490,p3sarrshacol4.png,sarrshacol,new
145,4560,0,3,2,1,5,4,0,0,0,5,0,79,26-03-23,10:58:41,kancv4,1,1540,sqa5.png,5,1,sqa,-120,0,tri4.png,4,1,tri,120,-120,sqa5.png,5,1,sqa,0,-120,cir6.png,6,1,cir,120,0,tri4.png,4,1,tri,0,0,,NA,,NA,NA,left,1460,1682499551099,p3sarrshacol4.png,sarrshacol,new
147,4562,4,1,2,0,3,5,0,0,0,5,0,79,26-03-23,10:58:41,kancv4,3,1540,sqa2.png,2,1,sqa,0,-120,cir5.png,5,1,cir,120,-120,cir3.png,3,1,cir,0,0,sqa1.png,1,1,sqa,-120,-120,tri4.png,4,1,tri,120,0,,NA,,NA,NA,left,1460,1682499551099,p3sarrshacol4.png,sarrshacol,new
149,4730,0,1,4,0,2,5,0,3,0,5,0,79,25-03-23,14:28:26,gllg3z,1,1837,tri0.png,0,1,tri,0,-120,cir0.png,0,1,cir,0,0,sqa0.png,0,1,sqa,0,120,tri0.png,0,1,tri,120,-120,tri0.png,0,1,tri,120,0,,NA,,NA,NA,left,1163,1682425708112,p3sarrshacol4.png,sarrshacol,new
150,4731,0,4,2,5,0,1,3,0,0,5,0,79,25-03-23,14:28:26,gllg3z,2,1837,tri0.png,0,1,tri,120,0,sqa0.png,0,1,sqa,120,-120,tri0.png,0,1,tri,-120,120,sqa0.png,0,1,sqa,0,-120,cir0.png,0,1,cir,-120,0,,NA,,NA,NA,left,1163,1682425708112,p3sarrshacol4.png,sarrshacol,new
151,4732,1,3,0,4,5,2,0,0,0,5,0,79,25-03-23,14:28:26,gllg3z,3,1837,sqa0.png,0,1,sqa,-120,-120,tri0.png,0,1,tri,120,0,cir0.png,0,1,cir,0,-120,sqa0.png,0,1,sqa,-120,0,cir0.png,0,1,cir,0,0,,NA,,NA,NA,left,1163,1682425708112,p3sarrshacol4.png,sarrshacol,new
152,4733,5,1,0,3,2,4,0,0,0,5,0,79,25-03-23,14:28:26,gllg3z,4,1837,sqa0.png,0,1,sqa,0,-120,cir0.png,0,1,cir,0,0,sqa0.png,0,1,sqa,-120,0,tri0.png,0,1,tri,120,0,cir0.png,0,1,cir,-120,-120,,NA,,NA,NA,left,1163,1682425708112,p3sarrshacol4.png,sarrshacol,new
153,4815,0,1,4,2,0,3,5,0,0,5,0,79,25-03-23,12:00:12,yytyg2,1,1080,sqa4.png,4,1,sqa,0,-120,sqa4.png,4,1,sqa,-120,0,sqa4.png,4,1,sqa,120,0,cir3.png,3,1,cir,120,-120,tri1.png,1,1,tri,-120,120,,NA,,NA,NA,left,1920,1682416830923,p3sarrshacol4.png,sarrshacol,new
154,4816,0,5,3,0,1,4,0,2,0,5,0,79,25-03-23,12:00:12,yytyg2,2,1080,tri6.png,6,1,tri,0,0,tri6.png,6,1,tri,0,120,cir3.png,3,1,cir,120,-120,sqa3.png,3,1,sqa,120,0,cir4.png,4,1,cir,0,-120,,NA,,NA,NA,left,1920,1682416830923,p3sarrshacol4.png,sarrshacol,new
155,4817,1,2,4,5,0,3,0,0,0,5,0,79,25-03-23,12:00:12,yytyg2,3,1080,sqa4.png,4,1,sqa,-120,-120,sqa4.png,4,1,sqa,0,-120,sqa4.png,4,1,sqa,120,0,sqa4.png,4,1,sqa,120,-120,tri1.png,1,1,tri,-120,0,,NA,,NA,NA,left,1920,1682416830923,p3sarrshacol4.png,sarrshacol,new
156,4818,0,4,5,3,0,1,2,0,0,5,0,79,25-03-23,12:00:12,yytyg2,4,1080,sqa1.png,1,1,sqa,120,0,tri1.png,1,1,tri,-120,120,sqa5.png,5,1,sqa,-120,0,sqa3.png,3,1,sqa,0,-120,cir4.png,4,1,cir,120,-120,,NA,,NA,NA,left,1920,1682416830923,p3sarrshacol4.png,sarrshacol,new
